School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking
North Carolina State,Louisville,2018-11-17,2018-19,0,0,52,10,62,W,-42,Regular,10,31,42,73.8,354,4,36,164,4.6,3,7,7,100.0,1,1,100.0,10,0,0,0,20.6
Northwestern,Minnesota,2018-11-17,2018-19,0,0,24,14,38,W,-10,Regular,11,15,21,71.4,230,0,39,95,2.4,3,1,2,50.0,1,1,100.0,4,0,0,0,21.333333333333332
Stanford,California,2018-12-01,2018-19,0,0,23,13,36,W,-10,Regular,12,18,29,62.1,237,1,35,92,2.6,1,2,2,100.0,3,3,100.0,11,1,0,1,14.444444444444445
Alabama-Birmingham,Middle Tennessee State,2018-12-01,2018-19,0,0,27,25,52,W,-2,Regular,13,9,15,60.0,140,1,54,225,4.2,2,3,3,100.0,2,2,100.0,9,0,1,1,25.0
Northern Illinois,Buffalo,2018-11-30,2018-19,0,1,30,29,59,W,-1,Regular,13,21,33,63.6,300,4,34,109,3.2,0,3,3,100.0,1,1,100.0,6,0,1,1,-1.0
Arizona State,Arizona,2018-11-24,2018-19,0,0,41,40,81,W,-1,Regular,12,18,31,58.1,265,1,31,136,4.4,4,3,3,100.0,2,2,100.0,9,0,0,0,25.0
Arkansas State,Texas State,2018-11-24,2018-19,0,0,33,7,40,W,-26,Regular,12,18,24,75.0,276,2,46,217,4.7,1,4,4,100.0,1,1,100.0,7,1,0,1,-1.0
Charlotte,Florida Atlantic,2018-11-24,2018-19,0,0,27,24,51,W,-3,Regular,12,10,16,62.5,111,1,49,322,6.6,2,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
Florida,Florida State,2018-11-24,2018-19,0,0,41,14,55,W,-27,Regular,12,16,27,59.3,254,3,52,282,5.4,2,5,5,100.0,2,2,100.0,11,0,0,0,14.7
Georgia Southern,Georgia State,2018-11-24,2018-19,0,0,35,14,49,W,-21,Regular,12,8,11,72.7,105,2,41,276,6.7,2,3,3,100.0,2,2,100.0,9,0,0,0,-1.0
Hawaii,San Diego State,2018-11-24,2018-19,0,0,31,30,61,W,-1,Regular,13,29,46,63.0,452,3,24,64,2.7,1,4,4,100.0,1,1,100.0,7,2,0,2,-1.0
Illinois,Northwestern,2018-11-24,2018-19,0,0,16,24,40,L,8,Regular,12,23,39,59.0,281,1,32,154,4.8,0,1,1,100.0,3,3,100.0,10,0,1,1,-1.0
Kansas State,Iowa State,2018-11-24,2018-19,0,0,38,42,80,L,4,Regular,12,18,27,66.7,183,3,47,245,5.2,2,5,5,100.0,1,1,100.0,8,1,0,1,-1.0
Louisiana State,Texas A&M,2018-11-24,2018-19,0,0,72,74,146,L,2,Regular,12,26,39,66.7,281,4,51,215,4.2,4,5,5,100.0,3,4,75.0,14,1,0,1,9.6
Marshall,Florida International,2018-11-24,2018-19,0,0,28,25,53,W,-3,Regular,11,18,27,66.7,176,2,32,154,4.8,0,4,4,100.0,0,1,0.0,4,0,2,2,-1.0
Michigan,Ohio State,2018-11-24,2018-19,0,0,39,62,101,L,23,Regular,12,23,38,60.5,240,3,40,161,4.0,2,3,3,100.0,2,2,100.0,9,0,2,2,11.066666666666666
Minnesota,Wisconsin,2018-11-24,2018-19,0,0,37,15,52,W,-22,Regular,12,9,16,56.3,124,0,47,201,4.3,3,4,4,100.0,3,4,75.0,13,0,0,0,-1.0
Navy,Tulane,2018-11-24,2018-19,0,0,28,29,57,L,1,Regular,12,8,16,50.0,204,2,45,117,2.6,1,2,2,100.0,2,2,100.0,8,0,0,0,-1.0
Nevada,Nevada-Las Vegas,2018-11-24,2018-19,0,0,29,34,63,L,5,Regular,12,27,45,60.0,295,2,27,169,6.3,1,2,3,66.7,3,3,100.0,11,0,3,3,-1.0
North Texas,Texas-San Antonio,2018-11-24,2018-19,0,0,24,21,45,W,-3,Regular,12,26,36,72.2,320,2,33,196,5.9,1,3,3,100.0,1,1,100.0,6,0,1,1,-1.0
Notre Dame,Southern California,2018-11-24,2018-19,0,0,24,17,41,W,-7,Regular,12,22,39,56.4,352,2,31,121,3.9,1,3,3,100.0,1,1,100.0,6,0,1,1,5.333333333333333
Oklahoma State,Texas Christian,2018-11-24,2018-19,0,0,24,31,55,L,7,Regular,12,17,40,42.5,181,0,32,99,3.1,3,3,3,100.0,1,1,100.0,6,1,1,2,20.666666666666668
Old Dominion,Rice,2018-11-24,2018-19,0,0,13,27,40,L,14,Regular,12,33,54,61.1,312,1,26,77,3.0,0,1,1,100.0,2,2,100.0,7,1,2,3,-1.0
Rutgers,Michigan State,2018-11-24,2018-19,0,0,10,14,24,L,4,Regular,12,9,18,50.0,109,1,35,108,3.1,0,1,1,100.0,1,1,100.0,4,1,2,3,-1.0
Southern Methodist,Tulsa,2018-11-24,2018-19,0,0,24,27,51,L,3,Regular,12,26,46,56.5,319,1,31,61,2.0,1,3,3,100.0,1,2,50.0,6,0,2,2,-1.0
Southern Mississippi,Texas-El Paso,2018-11-24,2018-19,0,0,39,7,46,W,-32,Regular,11,15,21,71.4,126,1,48,252,5.3,3,3,5,60.0,2,2,100.0,9,0,0,0,-1.0
Stanford,UCLA,2018-11-24,2018-19,0,0,49,42,91,W,-7,Regular,11,23,37,62.2,344,5,30,126,4.2,1,5,5,100.0,2,2,100.0,11,0,1,1,14.444444444444445
Syracuse,Boston College,2018-11-24,2018-19,0,0,42,21,63,W,-21,Regular,12,21,35,60.0,362,3,54,202,3.7,3,6,6,100.0,0,1,0.0,6,0,1,1,18.0
Temple,Connecticut,2018-11-24,2018-19,0,0,57,7,64,W,-50,Regular,12,12,15,80.0,223,1,34,312,9.2,4,6,7,85.7,3,3,100.0,15,0,1,1,-1.0
Troy,Appalachian State,2018-11-24,2018-19,0,0,10,21,31,L,11,Regular,12,18,34,52.9,170,1,28,53,1.9,0,1,1,100.0,1,2,50.0,4,2,2,4,-1.0
Utah State,Boise State,2018-11-24,2018-19,0,0,24,33,57,L,9,Regular,12,29,47,61.7,363,3,19,62,3.3,0,3,3,100.0,1,2,50.0,6,1,1,2,16.0
Wake Forest,Duke,2018-11-24,2018-19,0,0,59,7,66,W,-52,Regular,12,18,23,78.3,177,4,57,340,6.0,3,8,8,100.0,1,1,100.0,11,0,0,0,-1.0
Wyoming,New Mexico,2018-11-24,2018-19,0,0,31,3,34,W,-28,Regular,12,4,17,23.5,41,0,54,367,6.8,4,4,4,100.0,1,1,100.0,7,1,0,1,-1.0
Clemson,Alabama,2019-01-07,2018-19,0,1,44,16,60,W,-28,Postseason,15,20,32,62.5,347,3,31,135,4.4,2,5,6,83.3,1,1,100.0,8,0,0,0,2.3333333333333335
Iowa,Mississippi State,2019-01-01,2018-19,0,1,27,22,49,W,-5,Postseason,13,21,31,67.7,214,3,20,-15,-0.8,0,3,3,100.0,2,2,100.0,9,1,1,2,19.333333333333332
Kentucky,Penn State,2019-01-01,2018-19,0,1,27,24,51,W,-3,Postseason,13,9,15,60.0,121,0,42,176,4.2,2,3,3,100.0,2,2,100.0,9,0,0,0,15.909090909090908
Louisiana State,Central Florida,2019-01-01,2018-19,0,1,40,32,72,W,-8,Postseason,13,21,34,61.8,394,4,52,161,3.1,0,4,4,100.0,4,4,100.0,16,1,1,2,9.6
Texas,Georgia,2019-01-01,2018-19,0,1,28,21,49,W,-7,Postseason,14,20,28,71.4,177,0,49,178,3.6,3,2,2,100.0,2,3,66.7,8,0,0,0,15.0
Washington,Ohio State,2019-01-01,2018-19,0,1,23,28,51,L,5,Postseason,14,36,55,65.5,315,1,36,129,3.6,2,2,2,100.0,1,1,100.0,5,0,0,0,12.4
Missouri,Oklahoma State,2018-12-31,2018-19,0,1,33,38,71,L,5,Postseason,13,23,38,60.5,373,3,42,264,6.3,1,3,4,75.0,2,3,66.7,9,1,0,1,23.5
North Carolina State,Texas A&M,2018-12-31,2018-19,0,1,13,52,65,L,39,Postseason,13,19,32,59.4,139,1,37,134,3.6,0,1,1,100.0,2,2,100.0,7,0,2,2,20.6
Northwestern,Utah,2018-12-31,2018-19,0,1,31,20,51,W,-11,Postseason,14,21,30,70.0,241,2,40,81,2.0,1,4,4,100.0,1,1,100.0,7,0,1,1,21.333333333333332
Pittsburgh,Stanford,2018-12-31,2018-19,0,1,13,14,27,L,1,Postseason,14,11,29,37.9,136,0,42,208,5.0,1,1,1,100.0,2,3,66.7,7,0,0,0,25.0
Virginia Tech,Cincinnati,2018-12-31,2018-19,0,1,31,35,66,L,4,Postseason,13,20,31,64.5,219,2,45,224,5.0,2,4,4,100.0,1,2,50.0,7,1,1,2,16.5
Arkansas State,Nevada,2018-12-29,2018-19,0,1,13,16,29,L,3,Postseason,13,26,46,56.5,275,0,47,224,4.8,1,1,1,100.0,2,4,50.0,7,0,3,3,-1.0
Florida,Michigan,2018-12-29,2018-19,0,1,41,15,56,W,-26,Postseason,13,14,24,58.3,170,1,39,258,6.6,3,5,5,100.0,2,2,100.0,11,0,0,0,14.7
Oklahoma,Alabama,2018-12-29,2018-19,0,1,34,45,79,L,11,Postseason,14,19,37,51.4,308,2,32,163,5.1,2,4,4,100.0,2,2,100.0,10,0,0,0,6.2
Iowa State,Washington State,2018-12-28,2018-19,0,1,26,28,54,L,2,Postseason,13,18,27,66.7,315,0,39,200,5.1,3,2,2,100.0,2,3,66.7,8,1,2,3,22.5
Syracuse,West Virginia,2018-12-28,2018-19,0,1,34,18,52,W,-16,Postseason,13,21,30,70.0,303,1,43,115,2.7,3,4,4,100.0,2,2,100.0,10,0,2,2,18.0
Vanderbilt,Baylor,2018-12-27,2018-19,0,1,38,45,83,L,7,Postseason,13,18,38,47.4,286,1,24,287,12.0,4,5,5,100.0,1,2,50.0,8,1,0,1,-1.0
Minnesota,Georgia Tech,2018-12-26,2018-19,0,1,34,10,44,W,-24,Postseason,13,7,13,53.8,132,2,43,260,6.0,2,4,4,100.0,2,3,66.7,10,0,0,0,-1.0
Texas Christian,California,2018-12-26,2018-19,0,1,10,7,17,W,-3,Postseason,13,8,21,38.1,28,0,59,262,4.4,1,1,1,100.0,1,2,50.0,4,0,4,4,15.75
Buffalo,Troy,2018-12-22,2018-19,0,1,32,42,74,L,10,Postseason,14,20,35,57.1,274,1,33,102,3.1,2,3,3,100.0,1,2,50.0,6,3,1,4,-1.0
Louisiana Tech,Hawaii,2018-12-22,2018-19,0,1,31,14,45,W,-17,Postseason,13,19,31,61.3,285,1,38,168,4.4,3,4,4,100.0,1,1,100.0,7,2,1,3,-1.0
Wake Forest,Memphis,2018-12-22,2018-19,0,1,37,34,71,W,-3,Postseason,13,22,40,55.0,328,1,50,201,4.0,3,4,4,100.0,3,3,100.0,13,0,1,1,-1.0
Marshall,South Florida,2018-12-20,2018-19,0,1,38,20,58,W,-18,Postseason,13,17,26,65.4,221,0,44,282,6.4,5,5,5,100.0,1,1,100.0,8,0,0,0,-1.0
Ohio,San Diego State,2018-12-19,2018-19,0,1,27,0,27,W,-27,Postseason,13,10,22,45.5,206,1,40,215,5.4,2,3,3,100.0,2,2,100.0,9,1,1,2,5.4
Northern Illinois,Alabama-Birmingham,2018-12-18,2018-19,0,1,13,37,50,L,24,Postseason,14,22,29,75.9,179,0,44,108,2.5,1,1,1,100.0,2,2,100.0,7,2,0,2,-1.0
Arizona State,Fresno State,2018-12-15,2018-19,0,1,20,31,51,L,11,Postseason,13,19,31,61.3,129,1,38,164,4.3,1,2,2,100.0,2,2,100.0,8,0,2,2,25.0
Middle Tennessee State,Appalachian State,2018-12-15,2018-19,0,1,13,45,58,L,32,Postseason,14,25,37,67.6,330,1,35,62,1.8,0,1,1,100.0,2,3,66.7,7,0,2,2,-1.0
Navy,Army,2018-12-08,2018-19,0,1,10,17,27,L,7,Regular,13,5,17,29.4,81,0,37,127,3.4,1,1,1,100.0,1,1,100.0,4,2,2,4,-1.0
Fresno State,Boise State,2018-12-01,2018-19,0,0,19,16,35,W,-3,Regular,13,20,32,62.5,170,1,33,118,3.6,1,1,1,100.0,2,2,100.0,7,2,0,2,21.8
Georgia,Alabama,2018-12-01,2018-19,0,1,28,35,63,L,7,Regular,13,25,40,62.5,301,3,39,153,3.9,1,4,4,100.0,0,1,0.0,4,0,0,0,4.066666666666666
Memphis,Central Florida,2018-12-01,2018-19,0,0,41,56,97,L,15,Regular,13,18,30,60.0,182,1,45,401,8.9,4,5,5,100.0,2,3,66.7,11,0,1,1,-1.0
Northwestern,Ohio State,2018-12-01,2018-19,0,1,24,45,69,L,21,Regular,13,27,44,61.4,267,1,24,151,6.3,2,3,3,100.0,1,1,100.0,6,1,2,3,21.333333333333332
Pittsburgh,Clemson,2018-12-01,2018-19,0,1,10,42,52,L,32,Regular,13,4,16,25.0,8,0,48,191,4.0,1,1,1,100.0,1,1,100.0,4,2,1,3,25.0
Missouri,Wyoming,2019-08-31,2019-20,0,0,31,37,68,L,6,Regular,1,31,48,64.6,423,2,42,114,2.7,2,4,4,100.0,1,1,100.0,7,2,1,3,-1.0
New Mexico State,Washington State,2019-08-31,2019-20,0,0,7,58,65,L,51,Regular,1,28,42,66.7,221,0,25,96,3.8,1,1,1,100.0,0,1,0.0,1,1,2,3,-1.0
Northwestern,Stanford,2019-08-31,2019-20,0,0,7,17,24,L,10,Regular,1,12,27,44.4,117,0,33,93,2.8,1,1,1,100.0,0,1,0.0,1,2,2,4,-1.0
Mississippi,Memphis,2019-08-31,2019-20,0,0,10,15,25,L,5,Regular,1,9,19,47.4,93,0,33,80,2.4,1,1,1,100.0,1,2,50.0,4,0,1,1,-1.0
Oregon,Auburn,2019-08-31,2019-20,0,1,21,27,48,L,6,Regular,1,28,37,75.7,242,1,33,90,2.7,2,3,3,100.0,0,1,0.0,3,1,0,1,-1.0
Southern Methodist,Arkansas State,2019-08-31,2019-20,0,0,37,30,67,W,-7,Regular,1,30,49,61.2,360,0,45,148,3.3,3,1,2,50.0,3,4,75.0,10,0,1,1,-1.0
South Carolina,North Carolina,2019-08-31,2019-20,0,1,20,24,44,L,4,Regular,1,16,30,53.3,142,1,31,128,4.1,1,2,2,100.0,2,3,66.7,8,0,2,2,-1.0
Syracuse,Liberty,2019-08-31,2019-20,0,0,24,0,24,W,-24,Regular,1,17,35,48.6,176,0,44,192,4.4,3,3,3,100.0,1,1,100.0,6,1,2,3,-1.0
Toledo,Kentucky,2019-08-31,2019-20,0,0,24,38,62,L,14,Regular,1,11,25,44.0,166,0,39,181,4.6,3,3,3,100.0,1,1,100.0,6,1,1,2,-1.0
Virginia,Pittsburgh,2019-08-31,2019-20,0,0,30,14,44,W,-16,Regular,1,20,34,58.8,181,2,33,129,3.9,1,3,3,100.0,3,4,75.0,12,0,0,0,-1.0
Colorado State,Colorado,2019-08-30,2019-20,0,1,31,52,83,L,21,Regular,1,31,47,66.0,374,3,31,131,4.2,1,4,4,100.0,1,1,100.0,7,2,2,4,-1.0
Oklahoma State,Oregon State,2019-08-30,2019-20,0,0,52,36,88,W,-16,Regular,1,19,24,79.2,203,3,52,352,6.8,4,7,7,100.0,1,1,100.0,10,0,0,0,-1.0
Purdue,Nevada,2019-08-30,2019-20,0,0,31,34,65,L,3,Regular,1,34,52,65.4,423,4,29,96,3.3,0,4,4,100.0,1,1,100.0,7,3,2,5,-1.0
Rice,Army,2019-08-30,2019-20,0,0,7,14,21,L,7,Regular,1,7,14,50.0,62,0,30,181,6.0,1,1,1,100.0,0,2,0.0,1,0,0,0,-1.0
Wisconsin,South Florida,2019-08-30,2019-20,0,0,49,0,49,W,-49,Regular,1,19,26,73.1,199,2,43,234,5.4,4,7,7,100.0,0,1,0.0,7,1,0,1,-1.0
Utah,Brigham Young,2019-08-29,2019-20,0,0,30,12,42,W,-18,Regular,1,13,16,81.3,106,0,48,262,5.5,2,3,4,75.0,1,2,50.0,6,0,0,0,-1.0
Arizona,Hawaii,2019-08-24,2019-20,0,0,38,45,83,L,7,Regular,1,22,39,56.4,361,3,32,178,5.6,2,5,5,100.0,1,1,100.0,8,0,2,2,-1.0
Florida,Miami (FL),2019-08-24,2019-20,0,1,24,20,44,W,-4,Regular,1,17,27,63.0,254,2,27,52,1.9,1,3,3,100.0,1,1,100.0,6,2,2,4,-1.0
North Texas,Southern Methodist,2019-09-07,2019-20,0,0,27,49,76,L,22,Regular,2,22,38,57.9,185,2,42,211,5.0,1,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
Northern Illinois,Utah,2019-09-07,2019-20,0,0,17,35,52,L,18,Regular,2,21,31,67.7,235,1,25,67,2.7,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Ohio,Pittsburgh,2019-09-07,2019-20,0,0,10,20,30,L,10,Regular,2,15,27,55.6,177,0,29,35,1.2,1,1,1,100.0,1,1,100.0,4,0,0,0,-1.0
Old Dominion,Virginia Tech,2019-09-07,2019-20,0,0,17,31,48,L,14,Regular,2,16,30,53.3,122,0,42,203,4.8,2,2,2,100.0,1,1,100.0,5,0,0,0,-1.0
San Diego State,UCLA,2019-09-07,2019-20,0,0,23,14,37,W,-9,Regular,2,23,31,74.2,293,1,47,80,1.7,1,2,2,100.0,3,4,75.0,11,0,0,0,-1.0
South Florida,Georgia Tech,2019-09-07,2019-20,0,0,10,14,24,L,4,Regular,2,16,25,64.0,169,1,30,93,3.1,0,1,1,100.0,1,1,100.0,4,2,0,2,-1.0
Southern Mississippi,Mississippi State,2019-09-07,2019-20,0,0,15,38,53,L,23,Regular,2,18,26,69.2,234,2,27,110,4.1,0,1,1,100.0,0,1,0.0,1,1,2,3,-1.0
Stanford,Southern California,2019-09-07,2019-20,0,0,20,45,65,L,25,Regular,2,22,36,61.1,237,1,30,98,3.3,1,2,2,100.0,2,4,50.0,8,0,1,1,-1.0
Texas A&M,Clemson,2019-09-07,2019-20,0,0,10,24,34,L,14,Regular,2,24,42,57.1,236,1,27,53,2.0,0,1,1,100.0,1,1,100.0,4,1,1,2,-1.0
Tulsa,San Jose State,2019-09-07,2019-20,0,0,34,16,50,W,-18,Regular,2,21,28,75.0,283,1,54,256,4.7,3,4,4,100.0,2,2,100.0,10,0,0,0,-1.0
Alabama-Birmingham,Akron,2019-09-07,2019-20,0,0,31,20,51,W,-11,Regular,2,15,24,62.5,319,4,34,83,2.4,0,4,4,100.0,1,3,33.3,7,0,1,1,-1.0
Central Florida,Florida Atlantic,2019-09-07,2019-20,0,0,48,14,62,W,-34,Regular,2,8,20,40.0,262,2,47,312,6.6,5,6,7,85.7,0,1,0.0,6,0,0,0,-1.0
Vanderbilt,Purdue,2019-09-07,2019-20,0,0,24,42,66,L,18,Regular,2,31,48,64.6,420,2,27,71,2.6,1,1,1,100.0,1,1,100.0,4,0,1,1,-1.0
West Virginia,Missouri,2019-09-07,2019-20,0,0,7,38,45,L,31,Regular,2,16,27,59.3,141,1,32,30,0.9,0,1,1,100.0,0,1,0.0,1,0,3,3,-1.0
Western Kentucky,Florida International,2019-09-07,2019-20,0,0,20,14,34,W,-6,Regular,2,19,33,57.6,241,1,35,98,2.8,1,2,2,100.0,2,2,100.0,8,0,2,2,-1.0
Western Michigan,Michigan State,2019-09-07,2019-20,0,0,17,51,68,L,34,Regular,2,27,41,65.9,285,2,27,67,2.5,0,2,2,100.0,1,3,33.3,5,1,2,3,-1.0
Wyoming,Texas State,2019-09-07,2019-20,0,0,23,14,37,W,-9,Regular,2,8,18,44.4,103,0,49,190,3.9,1,2,2,100.0,3,4,75.0,11,0,1,1,-1.0
Wake Forest,Rice,2019-09-06,2019-20,0,0,41,21,62,W,-20,Regular,2,21,27,77.8,312,3,35,201,5.7,2,5,5,100.0,2,2,100.0,11,0,0,0,-1.0
Houston,Oklahoma,2019-09-01,2019-20,0,0,31,49,80,L,18,Regular,1,14,27,51.9,167,2,42,241,5.7,2,4,4,100.0,1,1,100.0,7,0,0,0,-1.0
Ball State,Indiana,2019-08-31,2019-20,0,1,24,34,58,L,10,Regular,1,26,41,63.4,298,2,40,100,2.5,1,3,3,100.0,1,2,50.0,6,0,1,1,-1.0
Boise State,Florida State,2019-08-31,2019-20,0,1,36,31,67,W,-5,Regular,1,30,51,58.8,407,1,57,214,3.8,2,3,3,100.0,5,5,100.0,18,2,1,3,-1.0
Eastern Michigan,Coastal Carolina,2019-08-31,2019-20,0,0,30,23,53,W,-7,Regular,1,20,22,90.9,188,3,35,103,2.9,1,3,3,100.0,1,1,100.0,6,1,0,1,-1.0
Florida Atlantic,Ohio State,2019-08-31,2019-20,0,0,21,45,66,L,24,Regular,1,26,40,65.0,206,1,33,22,0.7,1,1,1,100.0,2,2,100.0,7,0,1,1,-1.0
Fresno State,Southern California,2019-08-31,2019-20,0,0,23,31,54,L,8,Regular,1,19,39,48.7,256,2,40,206,5.2,0,2,2,100.0,3,3,100.0,11,2,1,3,-1.0
Georgia,Vanderbilt,2019-08-31,2019-20,0,0,30,6,36,W,-24,Regular,1,15,23,65.2,156,1,40,323,8.1,2,3,3,100.0,3,3,100.0,12,1,0,1,-1.0
Georgia State,Tennessee,2019-08-31,2019-20,0,0,38,30,68,W,-8,Regular,1,11,24,45.8,139,2,53,213,4.0,3,5,5,100.0,1,1,100.0,8,1,0,1,-1.0
Louisiana Tech,Texas,2019-08-31,2019-20,0,0,14,45,59,L,31,Regular,1,35,54,64.8,340,2,26,73,2.8,0,2,2,100.0,0,2,0.0,2,1,2,3,-1.0
Southern Mississippi,Troy,2019-09-14,2019-20,0,0,47,42,89,W,-5,Regular,3,29,37,78.4,514,3,40,112,2.8,2,5,5,100.0,2,2,100.0,11,0,0,0,-1.0
Stanford,Central Florida,2019-09-14,2019-20,0,0,27,45,72,L,18,Regular,3,24,49,49.0,233,1,23,116,5.0,1,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
Texas,Rice,2019-09-14,2019-20,0,1,48,13,61,W,-35,Regular,3,28,34,82.4,338,3,36,171,4.8,2,6,6,100.0,2,2,100.0,12,0,0,0,-1.0
Texas Christian,Purdue,2019-09-14,2019-20,0,0,34,13,47,W,-21,Regular,2,8,24,33.3,75,1,58,346,6.0,3,4,4,100.0,2,2,100.0,10,0,1,1,-1.0
Texas State,Southern Methodist,2019-09-14,2019-20,0,0,17,47,64,L,30,Regular,3,25,40,62.5,225,2,29,16,0.6,0,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Nevada-Las Vegas,Northwestern,2019-09-14,2019-20,0,0,14,30,44,L,16,Regular,3,16,26,61.5,120,0,36,210,5.8,2,2,2,100.0,0,1,0.0,2,2,1,3,-1.0
Southern California,Brigham Young,2019-09-14,2019-20,0,0,27,30,57,L,3,Regular,3,24,34,70.6,281,2,45,171,3.8,1,3,3,100.0,2,2,100.0,9,0,3,3,-1.0
Kansas,Boston College,2019-09-13,2019-20,0,0,48,24,72,W,-24,Regular,3,20,27,74.1,238,3,45,329,7.3,3,6,6,100.0,2,2,100.0,12,0,1,1,-1.0
North Carolina,Wake Forest,2019-09-13,2019-20,0,0,18,24,42,L,6,Regular,3,18,30,60.0,189,2,37,144,3.9,0,1,1,100.0,1,1,100.0,4,1,0,1,-1.0
Washington State,Houston,2019-09-13,2019-20,0,1,31,24,55,W,-7,Regular,3,36,48,75.0,440,3,19,49,2.6,1,4,4,100.0,1,1,100.0,7,0,1,1,-1.0
Arkansas,Mississippi,2019-09-07,2019-20,0,0,17,31,48,L,14,Regular,2,25,41,61.0,300,1,26,61,2.3,0,2,2,100.0,1,2,50.0,5,1,0,1,-1.0
Arkansas State,Nevada-Las Vegas,2019-09-07,2019-20,0,0,43,17,60,W,-26,Regular,2,22,37,59.5,284,2,43,214,5.0,2,4,4,100.0,3,3,100.0,13,0,0,0,-1.0
Army,Michigan,2019-09-07,2019-20,0,0,21,24,45,L,3,Regular,2,2,5,40.0,43,0,61,200,3.3,3,3,3,100.0,0,1,0.0,3,2,1,3,-1.0
Brigham Young,Tennessee,2019-09-07,2019-20,0,0,29,26,55,W,-3,Regular,2,19,30,63.3,232,1,30,107,3.6,2,2,2,100.0,3,3,100.0,11,0,0,0,-1.0
Buffalo,Penn State,2019-09-07,2019-20,0,0,13,45,58,L,32,Regular,2,16,32,50.0,245,1,58,184,3.2,0,1,1,100.0,2,3,66.7,7,1,1,2,-1.0
California,Washington,2019-09-07,2019-20,0,0,20,19,39,W,-1,Regular,2,11,18,61.1,111,0,38,192,5.1,2,2,2,100.0,2,2,100.0,8,0,0,0,-1.0
Coastal Carolina,Kansas,2019-09-07,2019-20,0,0,12,7,19,W,-5,Regular,2,8,14,57.1,119,1,49,172,3.5,1,0,1,0.0,0,2,0.0,0,0,0,0,-1.0
Eastern Michigan,Kentucky,2019-09-07,2019-20,0,0,17,38,55,L,21,Regular,2,34,53,64.2,337,2,22,49,2.2,0,2,2,100.0,1,1,100.0,5,0,2,2,-1.0
Illinois,Connecticut,2019-09-07,2019-20,0,0,31,23,54,W,-8,Regular,2,24,35,68.6,227,4,33,133,4.0,0,4,4,100.0,1,1,100.0,7,2,1,3,-1.0
Louisiana-Monroe,Florida State,2019-09-07,2019-20,0,0,44,45,89,L,1,Regular,2,23,38,60.5,241,2,41,178,4.3,3,5,6,83.3,1,1,100.0,8,1,0,1,-1.0
Louisiana State,Texas,2019-09-07,2019-20,0,0,45,38,83,W,-7,Regular,2,31,39,79.5,471,1,29,102,3.5,0,4,4,100.0,3,3,100.0,13,0,1,1,-1.0
Miami (FL),North Carolina,2019-09-07,2019-20,0,0,25,28,53,L,3,Regular,2,30,39,76.9,309,2,37,179,4.8,1,1,2,50.0,2,4,50.0,7,0,0,0,-1.0
Minnesota,Fresno State,2019-09-07,2019-20,0,0,38,35,73,W,-3,Regular,2,16,23,69.6,234,2,52,146,2.8,3,5,5,100.0,1,1,100.0,8,3,0,3,-1.0
Nebraska,Colorado,2019-09-07,2019-20,0,0,31,34,65,L,3,Regular,2,16,26,61.5,290,2,46,179,3.9,2,4,4,100.0,1,2,50.0,7,2,1,3,-1.0
New Mexico State,Alabama,2019-09-07,2019-20,0,0,10,62,72,L,52,Regular,2,21,36,58.3,161,1,33,101,3.1,0,1,1,100.0,1,1,100.0,4,2,1,3,-1.0
Utah State,San Diego State,2019-09-21,2019-20,0,0,23,17,40,W,-6,Regular,3,30,47,63.8,293,0,27,82,3.0,1,2,2,100.0,3,4,75.0,11,0,0,0,-1.0
Washington,Brigham Young,2019-09-21,2019-20,0,0,45,19,64,W,-26,Regular,4,24,28,85.7,290,3,39,187,4.8,1,6,6,100.0,1,1,100.0,9,1,1,2,-1.0
West Virginia,Kansas,2019-09-21,2019-20,0,0,29,24,53,W,-5,Regular,4,25,37,67.6,202,0,48,192,4.0,3,2,2,100.0,3,4,75.0,11,0,0,0,-1.0
Wyoming,Tulsa,2019-09-21,2019-20,0,0,21,24,45,L,3,Regular,4,10,32,31.3,214,1,34,143,4.2,2,3,3,100.0,0,1,0.0,3,1,0,1,-1.0
Air Force,Boise State,2019-09-20,2019-20,0,0,19,30,49,L,11,Regular,3,8,13,61.5,113,1,51,242,4.7,1,1,2,50.0,2,2,100.0,7,0,1,1,-1.0
Florida International,Louisiana Tech,2019-09-20,2019-20,0,0,31,43,74,L,12,Regular,4,29,41,70.7,394,2,26,132,5.1,2,4,4,100.0,1,2,50.0,7,1,1,2,-1.0
Utah,Southern California,2019-09-20,2019-20,0,0,23,30,53,L,7,Regular,4,22,30,73.3,210,1,49,247,5.0,1,2,2,100.0,3,4,75.0,11,1,0,1,-1.0
Houston,Tulane,2019-09-19,2019-20,0,0,31,38,69,L,7,Regular,4,16,33,48.5,229,2,46,304,6.6,2,4,4,100.0,1,3,33.3,7,0,1,1,-1.0
